id,Nombre,Apellido,Email,ciclo_1,ciclo_2,ciclo_3,Email.1,apps usadas
Philip,Walker,philip.walker.653@gslingacademy.com,14.4,19.8,17.0,,,
Laura,Rivera,laura.rivera.654@gslingacademy.com,14.0,14.2,16.0,,,
Pamela,Henry,pamela.henry.655@gslingacademy.com,17.2,17.0,19.0,,,
Nicole,Davidson,nicole.davidson.656@gslingacademy.com,14.2,18.6,16.8,,,
Jeffery,Parker,jeffery.parker.657@gslingacademy.com,19.4,14.0,19.0,,,
Christopher,Banks,christopher.banks.658@gslingacademy.com,12.6,16.6,12.0,,,
Tara,Griffin,tara.griffin.659@gslingacademy.com,12.8,17.4,15.2,,,
Lisa,Lloyd,lisa.lloyd.660@gslingacademy.com,14.6,15.6,12.2,,,
Elizabeth,Maldonado,elizabeth.maldonado.661@gslingacademy.com,13.6,18.4,19.8,,,
Samuel,Anderson,samuel.anderson.662@gslingacademy.com,16.6,17.2,18.8,,,
Xavier,Johnson,xavier.johnson.663@gslingacademy.com,19.0,16.0,17.6,,,
Lauren,Cordova,lauren.cordova.664@gslingacademy.com,19.4,16.2,14.4,,,
Amanda,Hawkins,amanda.hawkins.665@gslingacademy.com,19.2,17.0,18.8,,,
Donald,Coleman,donald.coleman.666@gslingacademy.com,12.6,17.0,13.8,,,
Phillip,Bennett,phillip.bennett.667@gslingacademy.com,13.2,16.6,16.2,,,
John,George,john.george.668@gslingacademy.com,13.2,13.4,14.8,,,
Katherine,Moore,katherine.moore.669@gslingacademy.com,14.2,17.2,17.8,,,
Jose,Dominguez,jose.dominguez.670@gslingacademy.com,20.0,14.4,15.6,,,
Lauren,Morrow,lauren.morrow.671@gslingacademy.com,15.0,14.0,17.6,,,
Katie,Davenport,katie.davenport.672@gslingacademy.com,18.0,17.0,18.2,,,
Michelle,Martinez,michelle.martinez.673@gslingacademy.com,10.0,17.4,15.4,,,
Jeremiah,Stanley,jeremiah.stanley.674@gslingacademy.com,14.4,18.0,17.2,,,
Isaac,Tucker,isaac.tucker.675@gslingacademy.com,14.4,15.2,14.2,,,
Hannah,Garcia,hannah.garcia.676@gslingacademy.com,12.4,13.8,18.0,,,
Thomas,Nelson,thomas.nelson.677@gslingacademy.com,16.2,19.2,19.2,,,
William,Kennedy,william.kennedy.678@gslingacademy.com,16.2,18.2,19.6,,,
Jennifer,Williams,jennifer.williams.679@gslingacademy.com,11.0,18.2,14.8,,,
Jeffrey,Price,jeffrey.price.680@gslingacademy.com,16.8,18.4,14.6,,,
Zachary,Burns,zachary.burns.681@gslingacademy.com,15.6,14.4,15.8,,,
Curtis,Duffy,curtis.duffy.682@gslingacademy.com,17.6,12.0,12.4,,,
Allison,Alvarado,allison.alvarado.683@gslingacademy.com,7.2,15.8,13.8,,,
Jeffery,Kelley,jeffery.kelley.684@gslingacademy.com,19.0,16.4,17.4,,,
Kenneth,Clark,kenneth.clark.685@gslingacademy.com,19.0,19.8,15.2,,,
Hayley,Case,hayley.case.686@gslingacademy.com,18.4,16.2,16.0,,,
Vanessa,Martinez,vanessa.martinez.687@gslingacademy.com,17.2,17.2,18.0,,,
Tara,Thomas,tara.thomas.688@gslingacademy.com,20.0,15.6,15.6,,,
Aaron,Williamson,aaron.williamson.689@gslingacademy.com,18.0,15.6,16.0,,,
Phillip,Nelson,phillip.nelson.690@gslingacademy.com,17.2,17.4,13.2,,,
Michael,Hinton,michael.hinton.691@gslingacademy.com,14.2,17.6,17.8,,,
Alex,Shelton,alex.shelton.692@gslingacademy.com,13.8,18.2,18.2,,,
Ross,Esparza,ross.esparza.693@gslingacademy.com,10.6,19.0,16.2,,,
Lisa,Murphy,lisa.murphy.694@gslingacademy.com,12.8,18.0,13.0,,,
Richard,Gibson,richard.gibson.695@gslingacademy.com,15.8,12.4,19.8,,,
Jackson,Olson,jackson.olson.696@gslingacademy.com,19.6,19.4,18.6,,,
Michael,Waters,michael.waters.697@gslingacademy.com,20.0,19.8,19.8,,,
Daniel,Mcneil,daniel.mcneil.698@gslingacademy.com,12.2,18.8,13.8,,,
James,Mcgee,james.mcgee.699@gslingacademy.com,13.8,12.8,19.2,,,
Dennis,Park,dennis.park.700@gslingacademy.com,13.8,18.6,14.4,,,
Gregory,Jones,gregory.jones.701@gslingacademy.com,15.4,17.4,19.0,,,
Barbara,Petersen,barbara.petersen.702@gslingacademy.com,18.2,19.2,19.2,,,
Andrea,Baker,andrea.baker.703@gslingacademy.com,15.8,19.2,16.2,,,
Robert,Holmes,robert.holmes.704@gslingacademy.com,15.8,16.2,13.0,,,
Autumn,Jones,autumn.jones.705@gslingacademy.com,15.4,14.6,15.4,,,
Richard,Davis,richard.davis.706@gslingacademy.com,19.2,17.0,19.2,,,
Anthony,Armstrong,anthony.armstrong.707@gslingacademy.com,19.6,15.8,18.6,,,
Julian,Ortiz,julian.ortiz.708@gslingacademy.com,18.6,12.2,15.0,,,
Melinda,Sanchez,melinda.sanchez.709@gslingacademy.com,15.2,14.2,14.2,,,
James,Carter,james.carter.710@gslingacademy.com,17.2,16.2,20.0,,,
Alejandra,Johns,alejandra.johns.711@gslingacademy.com,6.8,12.0,12.6,,,
Susan,Long,susan.long.712@gslingacademy.com,17.6,12.6,14.0,,,
Sharon,Allen,sharon.allen.713@gslingacademy.com,19.2,19.4,17.0,,,
Leah,Brown,leah.brown.714@gslingacademy.com,13.8,17.4,16.8,,,
Maria,Barker,maria.barker.715@gslingacademy.com,19.8,19.0,18.8,,,
Kelly,Church,kelly.church.716@gslingacademy.com,15.0,18.8,13.0,,,
Michael,Walsh,michael.walsh.717@gslingacademy.com,17.4,13.8,19.2,,,
Alyssa,Gallagher,alyssa.gallagher.718@gslingacademy.com,15.6,16.2,16.4,,,
Kelly,Morris,kelly.morris.719@gslingacademy.com,19.0,19.6,19.8,,,
Ryan,Brown,ryan.brown.720@gslingacademy.com,13.0,18.2,15.2,,,
Maria,Hall,maria.hall.721@gslingacademy.com,17.8,12.2,13.4,,,
Mark,Brown,mark.brown.722@gslingacademy.com,18.6,19.0,19.6,,,
William,Kerr,william.kerr.723@gslingacademy.com,14.8,18.2,16.6,,,
Jake,Gonzalez,jake.gonzalez.724@gslingacademy.com,18.6,17.4,17.6,,,
Theresa,Gray,theresa.gray.725@gslingacademy.com,17.0,16.4,17.0,,,
Ashley,Ayers,ashley.ayers.726@gslingacademy.com,14.0,16.0,18.0,,,
Ann,Mccann,ann.mccann.727@gslingacademy.com,18.4,16.8,18.6,,,
Curtis,Bennett,curtis.bennett.728@gslingacademy.com,19.4,17.6,15.8,,,
Debra,Gutierrez,debra.gutierrez.729@gslingacademy.com,19.2,18.8,17.4,,,
Linda,West,linda.west.730@gslingacademy.com,17.0,17.8,16.2,,,
Justin,Hughes,justin.hughes.731@gslingacademy.com,17.4,19.0,20.0,,,
Jose,Jackson,jose.jackson.732@gslingacademy.com,19.2,14.4,17.2,,,
Larry,Smith,larry.smith.733@gslingacademy.com,17.2,13.4,14.6,,,
Austin,Dunn,austin.dunn.734@gslingacademy.com,18.4,16.2,15.8,,,
Michael,Heath,michael.heath.735@gslingacademy.com,17.2,17.2,17.0,,,
Beth,Acosta,beth.acosta.736@gslingacademy.com,17.4,18.8,20.0,,,
Tracie,Weeks,tracie.weeks.737@gslingacademy.com,18.4,16.0,18.6,,,
Brandi,Ray,brandi.ray.738@gslingacademy.com,19.8,18.6,17.6,,,
Carla,Brandt,carla.brandt.739@gslingacademy.com,14.4,15.6,19.8,,,
Thomas,Cruz,thomas.cruz.740@gslingacademy.com,17.2,13.0,16.0,,,
Nicholas,Martin,nicholas.martin.741@gslingacademy.com,14.4,14.8,15.2,,,
Breanna,Lee,breanna.lee.742@gslingacademy.com,19.2,18.8,13.4,,,
Angie,White,angie.white.743@gslingacademy.com,14.2,15.0,18.6,,,
William,Lester,william.lester.744@gslingacademy.com,11.8,16.6,12.8,,,
Joshua,Miller,joshua.miller.745@gslingacademy.com,18.8,19.4,19.6,,,
Thomas,Stone,thomas.stone.746@gslingacademy.com,17.8,16.8,20.0,,,
Sarah,King,sarah.king.747@gslingacademy.com,17.6,12.6,12.2,,,
Jeffery,Carlson,jeffery.carlson.748@gslingacademy.com,10.6,16.8,15.8,,,
Ashley,Gutierrez,ashley.gutierrez.749@gslingacademy.com,17.4,19.4,19.6,,,
Adam,Herring,adam.herring.750@gslingacademy.com,12.2,19.2,13.0,,,
David,Ramirez,david.ramirez.751@gslingacademy.com,16.8,12.6,12.6,,,
Angela,Brown,angela.brown.752@gslingacademy.com,14.2,13.2,18.0,,,
Eric,Jones,eric.jones.753@gslingacademy.com,18.4,15.8,19.8,,,
Angel,Garner,angel.garner.754@gslingacademy.com,15.4,17.8,19.2,,,
Lisa,Cowan,lisa.cowan.755@gslingacademy.com,12.6,12.2,18.0,,,
Nicole,Perry,nicole.perry.756@gslingacademy.com,17.2,17.8,19.6,,,
Annette,Wells,annette.wells.757@gslingacademy.com,15.8,16.8,19.2,,,
Ian,Scott,ian.scott.758@gslingacademy.com,13.4,18.6,19.2,,,
Kari,Hernandez,kari.hernandez.759@gslingacademy.com,19.6,16.0,14.8,,,
Mary,Haynes,mary.haynes.760@gslingacademy.com,13.2,16.4,18.4,,,
Raymond,Smith,raymond.smith.761@gslingacademy.com,18.2,12.2,16.6,,,
Christopher,Ayala,christopher.ayala.762@gslingacademy.com,18.4,14.2,17.4,,,
Jacqueline,Frazier,jacqueline.frazier.763@gslingacademy.com,10.4,19.4,15.2,,,
Jesse,Kelly,jesse.kelly.764@gslingacademy.com,17.2,15.0,13.4,,,
Teresa,Lee,teresa.lee.765@gslingacademy.com,16.0,13.4,16.4,,,
Michael,Aguirre,michael.aguirre.766@gslingacademy.com,14.4,16.4,16.4,,,
April,Delgado,april.delgado.767@gslingacademy.com,19.4,16.6,16.0,,,
Troy,Prince,troy.prince.768@gslingacademy.com,12.8,11.0,15.8,,,
Martha,Summers,martha.summers.769@gslingacademy.com,15.0,10.8,14.0,,,
William,Dean,william.dean.770@gslingacademy.com,19.8,16.8,13.4,,,
Cheryl,Gutierrez,cheryl.gutierrez.771@gslingacademy.com,15.2,12.0,19.8,,,
Diane,Spears,diane.spears.772@gslingacademy.com,15.8,15.8,15.0,,,
Brian,David,brian.david.773@gslingacademy.com,18.2,14.4,15.6,,,
Heather,Brooks,heather.brooks.774@gslingacademy.com,12.0,13.0,14.2,,,
Pamela,Rodgers,pamela.rodgers.775@gslingacademy.com,12.4,18.4,14.2,,,
Betty,Nash,betty.nash.776@gslingacademy.com,13.0,13.4,19.4,,,
Heather,Donaldson,heather.donaldson.777@gslingacademy.com,18.4,15.2,14.8,,,
Ebony,Shepherd,ebony.shepherd.778@gslingacademy.com,15.8,16.0,16.2,,,
Sean,Thomas,sean.thomas.779@gslingacademy.com,13.4,15.2,12.6,,,
Todd,Howard,todd.howard.780@gslingacademy.com,20.0,18.8,19.0,,,
Julia,Richmond,julia.richmond.781@gslingacademy.com,18.0,18.6,17.8,,,
Mary,Mccormick,mary.mccormick.782@gslingacademy.com,14.2,17.2,12.6,,,
Jimmy,Warren,jimmy.warren.783@gslingacademy.com,12.8,15.2,17.6,,,
Henry,Spencer,henry.spencer.784@gslingacademy.com,18.8,12.6,15.0,,,
Peter,Yates,peter.yates.785@gslingacademy.com,17.4,18.4,19.2,,,
Robert,Campbell,robert.campbell.786@gslingacademy.com,13.8,15.6,17.8,,,
Matthew,Conway,matthew.conway.787@gslingacademy.com,18.0,16.6,18.4,,,
Tyler,Calderon,tyler.calderon.788@gslingacademy.com,13.4,17.6,14.0,,,
Brittney,Moon,brittney.moon.789@gslingacademy.com,15.2,15.2,18.0,,,
Tracy,White,tracy.white.790@gslingacademy.com,17.0,18.2,17.6,,,
Gregory,Welch,gregory.welch.791@gslingacademy.com,19.6,17.0,19.0,,,
Caroline,Cooper,caroline.cooper.792@gslingacademy.com,12.2,17.4,17.8,,,
Kelly,Rivera,kelly.rivera.793@gslingacademy.com,16.2,12.2,16.6,,,
Stacey,Wilson,stacey.wilson.794@gslingacademy.com,12.2,12.2,16.4,,,
Craig,Graham,craig.graham.795@gslingacademy.com,16.6,18.6,17.6,,,
Earl,Santana,earl.santana.796@gslingacademy.com,16.2,17.6,17.2,,,
Lisa,Mitchell,lisa.mitchell.797@gslingacademy.com,19.6,19.2,18.8,,,
Michael,Williams,michael.williams.798@gslingacademy.com,19.2,16.2,19.0,,,
Jerry,Jones,jerry.jones.799@gslingacademy.com,13.0,19.4,18.8,,,
Matthew,Miles,matthew.miles.800@gslingacademy.com,16.6,10.6,16.6,,,
Mary,Cox,mary.cox.801@gslingacademy.com,14.6,19.0,17.2,,,
Jessica,Young,jessica.young.802@gslingacademy.com,16.4,17.6,14.4,,,
Tiffany,Small,tiffany.small.803@gslingacademy.com,14.2,14.0,17.6,,,
Mary,Wyatt,mary.wyatt.804@gslingacademy.com,16.2,18.2,16.8,,,
Maria,Mercer,maria.mercer.805@gslingacademy.com,14.6,18.0,15.0,,,
Erin,Moore,erin.moore.806@gslingacademy.com,17.8,13.0,13.4,,,
Kendra,Dalton,kendra.dalton.807@gslingacademy.com,13.0,19.6,12.2,,,
Anthony,Gomez,anthony.gomez.808@gslingacademy.com,12.6,12.4,17.6,,,
Molly,Jackson,molly.jackson.809@gslingacademy.com,17.2,17.2,12.6,,,
Brianna,Gutierrez,brianna.gutierrez.810@gslingacademy.com,18.0,19.0,17.6,,,
John,Henderson,john.henderson.811@gslingacademy.com,19.6,12.4,19.4,,,
Steven,Martin,steven.martin.812@gslingacademy.com,19.8,17.0,14.2,,,
Tina,Bowers,tina.bowers.813@gslingacademy.com,16.4,18.8,14.6,,,
Luis,Jones,luis.jones.814@gslingacademy.com,17.2,19.0,12.2,,,
Jeffrey,Thomas,jeffrey.thomas.815@gslingacademy.com,18.6,15.0,16.0,,,
Jeffrey,Cox,jeffrey.cox.816@gslingacademy.com,16.8,12.2,19.8,,,
Jennifer,Bautista,jennifer.bautista.817@gslingacademy.com,13.6,17.6,13.4,,,
Judy,Pugh,judy.pugh.818@gslingacademy.com,12.4,13.8,13.4,,,
Henry,Craig,henry.craig.819@gslingacademy.com,19.4,17.2,17.0,,,
Steven,Alvarez,steven.alvarez.820@gslingacademy.com,17.0,13.8,12.4,,,
Rebecca,Mckay,rebecca.mckay.821@gslingacademy.com,19.8,15.6,13.0,,,
James,Reynolds,james.reynolds.822@gslingacademy.com,14.2,17.4,12.0,,,
Heather,Bentley,heather.bentley.823@gslingacademy.com,15.6,14.4,15.6,,,
Alexis,Hall,alexis.hall.824@gslingacademy.com,19.6,13.6,16.2,,,
Ryan,Soto,ryan.soto.825@gslingacademy.com,16.8,17.2,12.6,,,
Brent,Clements,brent.clements.826@gslingacademy.com,17.4,17.2,12.4,,,
Thomas,Hernandez,thomas.hernandez.827@gslingacademy.com,17.4,17.4,12.6,,,
Kevin,Mack,kevin.mack.828@gslingacademy.com,19.8,11.8,14.6,,,
Patrick,Kirk,patrick.kirk.829@gslingacademy.com,14.8,17.2,18.8,,,
Christopher,Jenkins,christopher.jenkins.830@gslingacademy.com,19.0,18.8,17.0,,,
Cassandra,Hodges,cassandra.hodges.831@gslingacademy.com,15.0,19.8,16.8,,,
Christian,Powers,christian.powers.832@gslingacademy.com,10.0,19.0,18.4,,,
Brittany,Collier,brittany.collier.833@gslingacademy.com,15.6,19.8,17.2,,,
James,Bridges,james.bridges.834@gslingacademy.com,16.4,13.0,17.6,,,
Alexander,Fowler,alexander.fowler.835@gslingacademy.com,19.8,13.2,16.0,,,
Andrew,Wong,andrew.wong.836@gslingacademy.com,19.6,13.8,15.0,,,
Bobby,Valdez,bobby.valdez.837@gslingacademy.com,15.0,19.2,20.0,,,
Mary,Bird,mary.bird.838@gslingacademy.com,18.6,13.8,16.4,,,
Andrew,Rodriguez,andrew.rodriguez.839@gslingacademy.com,12.4,13.0,18.4,,,
Melanie,Carter,melanie.carter.840@gslingacademy.com,19.2,16.8,13.8,,,
Randy,Lopez,randy.lopez.841@gslingacademy.com,19.2,17.2,18.6,,,
David,Cole,david.cole.842@gslingacademy.com,17.8,16.4,15.2,,,
Jennifer,Baxter,jennifer.baxter.843@gslingacademy.com,19.4,16.6,12.6,,,
Shannon,Graham,shannon.graham.844@gslingacademy.com,16.6,15.6,13.0,,,
Stephanie,Bush,stephanie.bush.845@gslingacademy.com,19.0,19.4,12.4,,,
Keith,Tanner,keith.tanner.846@gslingacademy.com,14.2,15.6,14.0,,,
Robert,Anderson,robert.anderson.847@gslingacademy.com,16.4,17.0,12.0,,,
Matthew,Cantu,matthew.cantu.848@gslingacademy.com,17.6,14.6,13.2,,,
Heather,Johnson,heather.johnson.849@gslingacademy.com,20.0,16.4,19.6,,,
Lee,Taylor,lee.taylor.850@gslingacademy.com,13.0,16.0,14.4,,,
Jessica,Williams,jessica.williams.851@gslingacademy.com,13.6,15.8,15.4,,,
Holly,Sanchez,holly.sanchez.852@gslingacademy.com,16.4,18.2,13.8,,,
James,Ray,james.ray.853@gslingacademy.com,19.6,19.4,17.2,,,
William,Hernandez,william.hernandez.854@gslingacademy.com,12.8,13.0,18.2,,,
Lisa,Brown,lisa.brown.855@gslingacademy.com,8.8,18.4,16.6,,,
Kevin,York,kevin.york.856@gslingacademy.com,12.2,11.0,18.6,,,
Benjamin,Davis,benjamin.davis.857@gslingacademy.com,12.2,17.2,16.6,,,
Sarah,Nielsen,sarah.nielsen.858@gslingacademy.com,16.8,15.8,18.6,,,
Elizabeth,Parks,elizabeth.parks.859@gslingacademy.com,17.2,17.8,18.2,,,
Deborah,Moore,deborah.moore.860@gslingacademy.com,19.4,14.0,15.8,,,
Michael,Anderson,michael.anderson.861@gslingacademy.com,14.4,14.6,15.6,,,
Brian,Adams,brian.adams.862@gslingacademy.com,16.8,13.2,14.8,,,
Anthony,Silva,anthony.silva.863@gslingacademy.com,20.0,18.8,13.4,,,
Melinda,Velazquez,melinda.velazquez.864@gslingacademy.com,12.8,12.2,18.4,,,
Andre,Hoffman,andre.hoffman.865@gslingacademy.com,18.2,19.2,16.8,,,
Vanessa,Coleman,vanessa.coleman.866@gslingacademy.com,17.6,18.8,17.2,,,
Stephanie,Hernandez,stephanie.hernandez.867@gslingacademy.com,15.2,17.6,15.4,,,
Timothy,David,timothy.david.868@gslingacademy.com,12.6,11.8,13.4,,,
Carol,Cortez,carol.cortez.869@gslingacademy.com,13.4,14.0,14.2,,,
Justin,Kelly,justin.kelly.870@gslingacademy.com,13.4,18.4,13.4,,,
George,King,george.king.871@gslingacademy.com,12.8,15.0,12.4,,,
Ashley,Craig,ashley.craig.872@gslingacademy.com,14.2,19.6,14.8,,,
Patricia,Sullivan,patricia.sullivan.873@gslingacademy.com,15.4,16.0,14.2,,,
David,Jones,david.jones.874@gslingacademy.com,16.2,15.6,12.8,,,
Cody,Smith,cody.smith.875@gslingacademy.com,16.4,13.4,13.8,,,
Joseph,Jackson,joseph.jackson.876@gslingacademy.com,16.2,15.6,14.8,,,
Adam,Edwards,adam.edwards.877@gslingacademy.com,15.8,19.6,13.6,,,
Brian,Morales,brian.morales.878@gslingacademy.com,19.0,19.2,19.8,,,
Melissa,Fry,melissa.fry.879@gslingacademy.com,19.4,18.4,20.0,,,
Lori,Jacobson,lori.jacobson.880@gslingacademy.com,18.0,15.0,15.8,,,
Jessica,Shannon,jessica.shannon.881@gslingacademy.com,13.0,18.0,16.8,,,
Sharon,Ramirez,sharon.ramirez.882@gslingacademy.com,16.2,14.4,17.8,,,
Nicole,Rice,nicole.rice.883@gslingacademy.com,15.8,19.0,17.8,,,
Alison,Webster,alison.webster.884@gslingacademy.com,12.6,14.6,15.8,,,
Alexander,Mitchell,alexander.mitchell.885@gslingacademy.com,20.0,19.4,19.0,,,
Bryan,Grimes,bryan.grimes.886@gslingacademy.com,19.4,18.0,18.0,,,
Nicole,Mcdonald,nicole.mcdonald.887@gslingacademy.com,16.4,18.2,13.4,,,
Christopher,Ramirez,christopher.ramirez.888@gslingacademy.com,15.0,14.6,14.8,,,
Lawrence,Fields,lawrence.fields.889@gslingacademy.com,15.2,10.0,15.4,,,
Rebecca,Molina,rebecca.molina.890@gslingacademy.com,12.4,19.2,15.0,,,
John,Castillo,john.castillo.891@gslingacademy.com,17.2,18.2,19.4,,,
Sandra,Davis,sandra.davis.892@gslingacademy.com,12.6,13.8,13.2,,,
Andrew,Smith,andrew.smith.893@gslingacademy.com,15.0,15.6,19.0,,,
Elizabeth,Smith,elizabeth.smith.894@gslingacademy.com,14.8,17.8,13.2,,,
Scott,Schultz,scott.schultz.895@gslingacademy.com,18.4,10.4,14.0,,,
Joseph,Harper,joseph.harper.896@gslingacademy.com,18.0,18.2,19.8,,,
Ryan,Salazar,ryan.salazar.897@gslingacademy.com,16.2,17.2,14.6,,,
Brenda,Davis,brenda.davis.898@gslingacademy.com,14.6,15.8,16.6,,,
Chad,Taylor,chad.taylor.899@gslingacademy.com,15.4,16.0,13.2,,,
Natasha,Edwards,natasha.edwards.900@gslingacademy.com,14.8,18.2,18.6,,,
Pamela,Edwards,pamela.edwards.901@gslingacademy.com,18.0,14.8,19.2,,,
Cynthia,Richardson,cynthia.richardson.902@gslingacademy.com,11.4,19.8,19.0,,,
Robert,Johnson,robert.johnson.903@gslingacademy.com,18.2,16.8,13.0,,,
Kevin,Ryan,kevin.ryan.904@gslingacademy.com,14.0,17.6,18.4,,,
Eileen,Nicholson,eileen.nicholson.905@gslingacademy.com,18.2,15.6,19.4,,,
Robert,Torres,robert.torres.906@gslingacademy.com,12.6,14.0,13.4,,,
Alicia,Beltran,alicia.beltran.907@gslingacademy.com,13.0,10.8,13.8,,,
Jessica,Wong,jessica.wong.908@gslingacademy.com,18.6,19.0,19.8,,,
Ruben,Meyer,ruben.meyer.909@gslingacademy.com,19.4,17.0,12.6,,,
Megan,Alexander,megan.alexander.910@gslingacademy.com,19.6,19.8,14.2,,,
Jennifer,Gonzalez,jennifer.gonzalez.911@gslingacademy.com,19.8,15.6,18.2,,,
Carl,Ferguson,carl.ferguson.912@gslingacademy.com,17.6,16.2,17.8,,,
Valerie,Romero,valerie.romero.913@gslingacademy.com,14.6,19.0,17.0,,,
Laura,Romero,laura.romero.914@gslingacademy.com,13.8,15.8,14.8,,,
Heidi,Adams,heidi.adams.915@gslingacademy.com,17.4,15.6,17.2,,,
Regina,Spencer,regina.spencer.916@gslingacademy.com,12.4,17.2,18.4,,,
Lee,Campbell,lee.campbell.917@gslingacademy.com,17.4,15.6,13.6,,,
Noah,Mcdaniel,noah.mcdaniel.918@gslingacademy.com,17.4,17.4,12.8,,,
Dorothy,Mitchell,dorothy.mitchell.919@gslingacademy.com,19.2,14.4,12.6,,,
Michael,Mccarthy,michael.mccarthy.920@gslingacademy.com,15.2,16.8,20.0,,,
Matthew,Jones,matthew.jones.921@gslingacademy.com,15.4,14.2,13.6,,,
John,Riley,john.riley.922@gslingacademy.com,19.6,19.2,18.6,,,
Shelly,Dominguez,shelly.dominguez.923@gslingacademy.com,14.2,12.0,12.2,,,
Ann,Evans,ann.evans.924@gslingacademy.com,12.2,14.8,19.2,,,
David,Perez,david.perez.925@gslingacademy.com,19.8,11.2,18.4,,,
Nicole,Bell,nicole.bell.926@gslingacademy.com,14.4,19.2,20.0,,,
Amanda,Garcia,amanda.garcia.927@gslingacademy.com,18.0,11.8,14.6,,,
Charles,Owens,charles.owens.928@gslingacademy.com,12.2,15.4,18.4,,,
Teresa,Henry,teresa.henry.929@gslingacademy.com,13.6,12.6,14.4,,,
Luis,Frank,luis.frank.930@gslingacademy.com,16.4,15.0,13.8,,,
Timothy,Booth,timothy.booth.931@gslingacademy.com,18.8,15.0,19.2,,,
Michael,Moon,michael.moon.932@gslingacademy.com,15.8,18.6,18.8,,,
Rachel,Hall,rachel.hall.933@gslingacademy.com,16.2,12.4,16.2,,,
Thomas,Nguyen,thomas.nguyen.934@gslingacademy.com,15.2,15.6,12.4,,,
Tiffany,Fields,tiffany.fields.935@gslingacademy.com,12.6,19.4,12.6,,,
Jessica,Marshall,jessica.marshall.936@gslingacademy.com,14.4,14.8,12.6,,,
Maurice,Nguyen,maurice.nguyen.937@gslingacademy.com,17.0,12.6,17.4,,,
William,Kelly,william.kelly.938@gslingacademy.com,15.0,19.6,18.2,,,
Harry,Hunter,harry.hunter.939@gslingacademy.com,20.0,16.8,17.0,,,
Gary,Gentry,gary.gentry.940@gslingacademy.com,14.2,17.4,13.4,,,
Maria,Malone,maria.malone.941@gslingacademy.com,14.6,16.2,17.0,,,
Jason,Vazquez,jason.vazquez.942@gslingacademy.com,12.0,15.4,20.0,,,
Patrick,West,patrick.west.943@gslingacademy.com,12.8,17.2,19.0,,,
Alexandra,Brown,alexandra.brown.944@gslingacademy.com,16.2,17.4,16.8,,,
Jennifer,Torres,jennifer.torres.945@gslingacademy.com,14.6,16.8,20.0,,,
Daniel,Smith,daniel.smith.946@gslingacademy.com,19.8,19.6,14.2,,,
Catherine,Boyle,catherine.boyle.947@gslingacademy.com,13.4,17.6,15.2,,,
Amanda,Bush,amanda.bush.948@gslingacademy.com,18.0,16.8,16.2,,,
Emma,Copeland,emma.copeland.949@gslingacademy.com,13.2,18.8,16.4,,,
Bradley,Avery,bradley.avery.950@gslingacademy.com,14.2,16.8,17.4,,,
Danielle,Martinez,danielle.martinez.951@gslingacademy.com,19.0,14.8,16.6,,,
Anna,Wolf,anna.wolf.952@gslingacademy.com,13.2,16.8,19.6,,,
Megan,Whitaker,megan.whitaker.953@gslingacademy.com,18.6,18.4,19.0,,,
Melissa,Richard,melissa.richard.954@gslingacademy.com,19.6,16.6,17.6,,,
Richard,Small,richard.small.955@gslingacademy.com,19.2,17.2,17.0,,,
Victor,Phillips,victor.phillips.956@gslingacademy.com,15.6,13.2,19.6,,,
Madison,Callahan,madison.callahan.957@gslingacademy.com,19.2,17.6,12.0,,,
Connor,Olson,connor.olson.958@gslingacademy.com,13.0,19.2,17.4,,,
Hunter,Allen,hunter.allen.959@gslingacademy.com,16.6,14.6,15.2,,,
Shannon,Johnson,shannon.johnson.960@gslingacademy.com,14.8,18.6,13.0,,,
Samantha,Alexander,samantha.alexander.961@gslingacademy.com,14.4,18.8,17.8,,,
Justin,Lester,justin.lester.962@gslingacademy.com,14.6,17.6,17.0,,,
Hunter,Miller,hunter.miller.963@gslingacademy.com,12.4,14.4,13.6,,,
Shelia,Rogers,shelia.rogers.964@gslingacademy.com,19.0,18.6,17.2,,,
Laura,Walker,laura.walker.965@gslingacademy.com,15.0,19.0,16.6,,,
Ashley,Green,ashley.green.966@gslingacademy.com,6.6,18.6,15.6,,,
Beth,Bonilla,beth.bonilla.967@gslingacademy.com,16.0,16.0,15.6,,,
Ray,Padilla,ray.padilla.968@gslingacademy.com,19.2,17.0,18.4,,,
Jennifer,Cummings,jennifer.cummings.969@gslingacademy.com,13.8,19.6,12.0,,,
Daniel,Peterson,daniel.peterson.970@gslingacademy.com,18.8,18.0,17.6,,,
Andrew,Miller,andrew.miller.971@gslingacademy.com,19.0,15.2,13.6,,,
Scott,Jacobson,scott.jacobson.972@gslingacademy.com,18.0,15.6,16.0,,,
Jennifer,Baker,jennifer.baker.973@gslingacademy.com,14.4,18.0,12.2,,,
Suzanne,Morrow,suzanne.morrow.974@gslingacademy.com,19.0,10.0,14.8,,,
Melissa,Gonzales,melissa.gonzales.975@gslingacademy.com,15.4,17.8,13.4,,,
Erik,Miller,erik.miller.976@gslingacademy.com,15.6,18.8,13.8,,,
Pamela,Flores,pamela.flores.977@gslingacademy.com,19.8,15.4,17.2,,,
Amanda,Hernandez,amanda.hernandez.978@gslingacademy.com,17.4,19.4,20.0,,,
Gregory,Schaefer,gregory.schaefer.979@gslingacademy.com,16.6,12.4,13.0,,,
